Fecha,fix
01/01/2020,18.8727
02/01/2020,18.8727
03/01/2020,18.8642
04/01/2020,18.8817
05/01/2020,18.8817
06/01/2020,18.8817
07/01/2020,18.8673
08/01/2020,18.8270
09/01/2020,18.8852
10/01/2020,18.7980
11/01/2020,18.8453
12/01/2020,18.8453
13/01/2020,18.8453
14/01/2020,18.7732
15/01/2020,18.8215
16/01/2020,18.8120
17/01/2020,18.8077
18/01/2020,18.7930
19/01/2020,18.7930
20/01/2020,18.7930
21/01/2020,18.7388
22/01/2020,18.6725
23/01/2020,18.7007
24/01/2020,18.6883
25/01/2020,18.8018
26/01/2020,18.8018
27/01/2020,18.8018
28/01/2020,18.8313
29/01/2020,18.9407
30/01/2020,18.8022
31/01/2020,18.7067
01/02/2020,18.7853
02/02/2020,18.7853
03/02/2020,18.7853
04/02/2020,18.7853
05/02/2020,18.9082
06/02/2020,18.6797
07/02/2020,18.6245
08/02/2020,18.6645
09/02/2020,18.6645
10/02/2020,18.6645
11/02/2020,18.7763
12/02/2020,18.7653
13/02/2020,18.6740
14/02/2020,18.6308
15/02/2020,18.6458
16/02/2020,18.6458
17/02/2020,18.6458
18/02/2020,18.5712
19/02/2020,18.5715
20/02/2020,18.5952
21/02/2020,18.5910
22/02/2020,18.7992
23/02/2020,18.7992
24/02/2020,18.7992
25/02/2020,18.9138
26/02/2020,19.1197
27/02/2020,19.0878
28/02/2020,19.1585
29/02/2020,19.3973
01/03/2020,19.3973
02/03/2020,19.3973
03/03/2020,19.7760
04/03/2020,19.6985
05/03/2020,19.2837
06/03/2020,19.5335
07/03/2020,19.8095
08/03/2020,19.8095
09/03/2020,19.8095
10/03/2020,20.1623
11/03/2020,21.1117
12/03/2020,21.0267
13/03/2020,21.2130
14/03/2020,22.1518
15/03/2020,22.1518
16/03/2020,22.1518
17/03/2020,22.1518
18/03/2020,21.9288
19/03/2020,23.0573
20/03/2020,23.9008
21/03/2020,24.0868
22/03/2020,24.0868
23/03/2020,24.0868
24/03/2020,24.1113
25/03/2020,25.0782
26/03/2020,25.1185
27/03/2020,24.2948
28/03/2020,23.0970
29/03/2020,23.0970
30/03/2020,23.0970
31/03/2020,23.5122
01/04/2020,24.2853
02/04/2020,23.4847
03/04/2020,24.4918
04/04/2020,24.1087
05/04/2020,24.1087
06/04/2020,24.1087
07/04/2020,24.6938
08/04/2020,24.6895
09/04/2020,24.0388
10/04/2020,24.0388
11/04/2020,24.0388
12/04/2020,24.0388
13/04/2020,24.0388
14/04/2020,24.0925
15/04/2020,23.7427
16/04/2020,23.5645
17/04/2020,24.1155
18/04/2020,24.2098
19/04/2020,24.2098
20/04/2020,24.2098
21/04/2020,23.9012
22/04/2020,24.0077
23/04/2020,24.4248
24/04/2020,24.5883
25/04/2020,24.6230
26/04/2020,24.6230
27/04/2020,24.6230
28/04/2020,24.8583
29/04/2020,24.8492
30/04/2020,24.3882
01/05/2020,24.0002
02/05/2020,24.0002
03/05/2020,24.0002
04/05/2020,24.0002
05/05/2020,23.9283
06/05/2020,24.3812
07/05/2020,23.8343
08/05/2020,24.2942
09/05/2020,24.0563
10/05/2020,24.0563
11/05/2020,24.0563
12/05/2020,23.6805
13/05/2020,23.8693
14/05/2020,24.0487
15/05/2020,24.2113
16/05/2020,24.2708
17/05/2020,24.2708
18/05/2020,24.2708
19/05/2020,23.9580
20/05/2020,23.6032
21/05/2020,23.6023
22/05/2020,23.2962
23/05/2020,22.9600
24/05/2020,22.9600
25/05/2020,22.9600
26/05/2020,22.7928
27/05/2020,22.5630
28/05/2020,22.2932
29/05/2020,22.3633
30/05/2020,22.2040
31/05/2020,22.2040
01/06/2020,22.2040
02/06/2020,22.1778
03/06/2020,22.0168
04/06/2020,21.6827
05/06/2020,21.6043
06/06/2020,21.8388
07/06/2020,21.8388
08/06/2020,21.8388
09/06/2020,21.5837
10/06/2020,21.6552
11/06/2020,21.7252
12/06/2020,21.9230
13/06/2020,22.4252
14/06/2020,22.4252
15/06/2020,22.4252
16/06/2020,22.3347
17/06/2020,22.5435
18/06/2020,22.2168
19/06/2020,22.2783
20/06/2020,22.6088
21/06/2020,22.6088
22/06/2020,22.6088
23/06/2020,22.6300
24/06/2020,22.4413
25/06/2020,22.4130
26/06/2020,22.6662
27/06/2020,22.7963
28/06/2020,22.7963
29/06/2020,22.7963
30/06/2020,22.9715
01/07/2020,23.1325
02/07/2020,23.0893
03/07/2020,22.8078
04/07/2020,22.5225
05/07/2020,22.5225
06/07/2020,22.5225
07/07/2020,22.4147
08/07/2020,22.2808
09/07/2020,22.6213
10/07/2020,22.8225
11/07/2020,22.6945
12/07/2020,22.6945
13/07/2020,22.6945
14/07/2020,22.5342
15/07/2020,22.4633
16/07/2020,22.6173
17/07/2020,22.3647
18/07/2020,22.3032
19/07/2020,22.3032
20/07/2020,22.3032
21/07/2020,22.4897
22/07/2020,22.6278
23/07/2020,22.3597
24/07/2020,22.2510
25/07/2020,22.3627
26/07/2020,22.3627
27/07/2020,22.3627
28/07/2020,22.3842
29/07/2020,22.0275
30/07/2020,21.9615
31/07/2020,21.9907
01/08/2020,22.1727
02/08/2020,22.1727
03/08/2020,22.1727
04/08/2020,22.2012
05/08/2020,22.6140
06/08/2020,22.7845
07/08/2020,22.4068
08/08/2020,22.3652
09/08/2020,22.3652
10/08/2020,22.3652
11/08/2020,22.4892
12/08/2020,22.4850
13/08/2020,22.3490
14/08/2020,22.3457
15/08/2020,22.2628
16/08/2020,22.2628
17/08/2020,22.2628
18/08/2020,22.0313
19/08/2020,22.0570
20/08/2020,22.1535
21/08/2020,22.0527
22/08/2020,22.1760
23/08/2020,22.1760
24/08/2020,22.1760
25/08/2020,22.0362
26/08/2020,21.9840
27/08/2020,21.9723
28/08/2020,21.9202
29/08/2020,22.1168
30/08/2020,22.1168
31/08/2020,22.1168
01/09/2020,21.8602
02/09/2020,21.8880
03/09/2020,21.7445
04/09/2020,21.8393
05/09/2020,21.6383
06/09/2020,21.6383
07/09/2020,21.6383
08/09/2020,21.6115
09/09/2020,21.5887
10/09/2020,21.7138
11/09/2020,21.5377
12/09/2020,21.2773
13/09/2020,21.2773
14/09/2020,21.2773
15/09/2020,21.3210
16/09/2020,21.0728
17/09/2020,21.0728
18/09/2020,21.0692
19/09/2020,20.9850
20/09/2020,20.9850
21/09/2020,20.9850
22/09/2020,20.9697
23/09/2020,21.5050
24/09/2020,21.5682
25/09/2020,22.0897
26/09/2020,22.3678
27/09/2020,22.3678
28/09/2020,22.3678
29/09/2020,22.4402
30/09/2020,22.4573
01/10/2020,22.3598
02/10/2020,22.1438
03/10/2020,21.9562
04/10/2020,21.9562
05/10/2020,21.9562
06/10/2020,21.7025
07/10/2020,21.3960
08/10/2020,21.4507
09/10/2020,21.4930
10/10/2020,21.4318
11/10/2020,21.4318
12/10/2020,21.4318
13/10/2020,21.1822
14/10/2020,21.2183
15/10/2020,21.3677
16/10/2020,21.2998
17/10/2020,21.3832
18/10/2020,21.3832
19/10/2020,21.3832
20/10/2020,21.1765
21/10/2020,21.1342
22/10/2020,21.0902
23/10/2020,21.0640
24/10/2020,21.0300
25/10/2020,21.0300
26/10/2020,21.0300
27/10/2020,20.9205
28/10/2020,20.9818
29/10/2020,20.8798
30/10/2020,21.1648
31/10/2020,21.3770
01/11/2020,21.3770
02/11/2020,21.3770
03/11/2020,21.3770
04/11/2020,21.2508
05/11/2020,21.1555
06/11/2020,21.0345
07/11/2020,20.7612
08/11/2020,20.7612
09/11/2020,20.7612
10/11/2020,20.6200
11/11/2020,20.3600
12/11/2020,20.4018
13/11/2020,20.5772
14/11/2020,20.5303
15/11/2020,20.5303
16/11/2020,20.5303
17/11/2020,20.5303
18/11/2020,20.4833
19/11/2020,20.3212
20/11/2020,20.2388
21/11/2020,20.1858
22/11/2020,20.1858
23/11/2020,20.1858
24/11/2020,20.1172
25/11/2020,20.1012
26/11/2020,20.0577
27/11/2020,20.0465
28/11/2020,20.0467
29/11/2020,20.0467
30/11/2020,20.0467
01/12/2020,20.0777
02/12/2020,20.1398
03/12/2020,20.0508
04/12/2020,20.0497
05/12/2020,19.9083
06/12/2020,19.9083
07/12/2020,19.9083
08/12/2020,19.7838
09/12/2020,19.8213
10/12/2020,19.7537
11/12/2020,19.8368
12/12/2020,19.9572
13/12/2020,19.9572
14/12/2020,19.9572
15/12/2020,20.1075
16/12/2020,20.1778
17/12/2020,20.1113
18/12/2020,19.9513
19/12/2020,19.8173
20/12/2020,19.8173
21/12/2020,19.8173
22/12/2020,19.9487
23/12/2020,20.0905
24/12/2020,20.0562
25/12/2020,20.1175
26/12/2020,20.1175
27/12/2020,20.1175
28/12/2020,20.1175
29/12/2020,19.8517
30/12/2020,20.0477
31/12/2020,19.9487
01/01/2021,19.9352
02/01/2021,19.9352
03/01/2021,19.9352
04/01/2021,19.9352
05/01/2021,19.9087
06/01/2021,19.8457
07/01/2021,19.9437
08/01/2021,19.7250
09/01/2021,19.9100
10/01/2021,19.9100
11/01/2021,19.9100
12/01/2021,19.9705
13/01/2021,20.1130
14/01/2021,19.9373
15/01/2021,19.7935
16/01/2021,19.7793
17/01/2021,19.7793
18/01/2021,19.7793
19/01/2021,19.7875
20/01/2021,19.7570
21/01/2021,19.6788
22/01/2021,19.5793
23/01/2021,19.7393
24/01/2021,19.7393
25/01/2021,19.7393
26/01/2021,19.9833
27/01/2021,20.1598
28/01/2021,20.0152
29/01/2021,20.2168
30/01/2021,20.2697
31/01/2021,20.2697
01/02/2021,20.2697
02/02/2021,20.2697
03/02/2021,20.2248
04/02/2021,20.1722
05/02/2021,20.1953
06/02/2021,20.4435
07/02/2021,20.4435
08/02/2021,20.4435
09/02/2021,20.1388
10/02/2021,20.1227
11/02/2021,20.0913
12/02/2021,20.0588
13/02/2021,19.9535
14/02/2021,19.9535
15/02/2021,19.9535
16/02/2021,19.9622
17/02/2021,19.9518
18/02/2021,20.2023
19/02/2021,20.2257
20/02/2021,20.4165
21/02/2021,20.4165
22/02/2021,20.4165
23/02/2021,20.4222
24/02/2021,20.6783
25/02/2021,20.5833
26/02/2021,20.4752
27/02/2021,20.8523
28/02/2021,20.8523
01/03/2021,20.8523
02/03/2021,20.9390
03/03/2021,20.6123
04/03/2021,20.6903
05/03/2021,20.8957
06/03/2021,20.8498
07/03/2021,20.8498
08/03/2021,20.8498
09/03/2021,21.2635
10/03/2021,21.4177
11/03/2021,21.2575
12/03/2021,20.9853
13/03/2021,20.7133
14/03/2021,20.7133
15/03/2021,20.7133
16/03/2021,20.7133
17/03/2021,20.7637
18/03/2021,20.5753
19/03/2021,20.6828
20/03/2021,20.4415
21/03/2021,20.4415
22/03/2021,20.4415
23/03/2021,20.4823
24/03/2021,20.5788
25/03/2021,20.6408
26/03/2021,20.7882
27/03/2021,20.7662
28/03/2021,20.7662
29/03/2021,20.7662
30/03/2021,20.5677
31/03/2021,20.6047
01/04/2021,20.6025
02/04/2021,20.6025
03/04/2021,20.6025
04/04/2021,20.6025
05/04/2021,20.6025
06/04/2021,20.4400
07/04/2021,20.2483
08/04/2021,20.1612
09/04/2021,20.1765
10/04/2021,20.0890
11/04/2021,20.0890
12/04/2021,20.0890
13/04/2021,20.1630
14/04/2021,20.0950
15/04/2021,20.0735
16/04/2021,20.0583
17/04/2021,19.9270
18/04/2021,19.9270
19/04/2021,19.9270
20/04/2021,19.9158
21/04/2021,19.8145
22/04/2021,19.8877
23/04/2021,19.8740
24/04/2021,19.8865
25/04/2021,19.8865
26/04/2021,19.8865
27/04/2021,19.8695
28/04/2021,19.8362
29/04/2021,19.9785
30/04/2021,19.9712
01/05/2021,20.0978
02/05/2021,20.0978
03/05/2021,20.0978
04/05/2021,20.1822
05/05/2021,20.1902
06/05/2021,20.2235
07/05/2021,20.2077
08/05/2021,20.1838
09/05/2021,20.1838
10/05/2021,20.1838
11/05/2021,19.9223
12/05/2021,19.8860
13/05/2021,19.8848
14/05/2021,20.0940
15/05/2021,20.0495
16/05/2021,20.0495
17/05/2021,20.0495
18/05/2021,19.8487
19/05/2021,19.8028
20/05/2021,19.8313
21/05/2021,19.8143
22/05/2021,19.8810
23/05/2021,19.8810
24/05/2021,19.8810
25/05/2021,19.9510
26/05/2021,19.8720
27/05/2021,19.8903
28/05/2021,19.8783
29/05/2021,19.9487
30/05/2021,19.9487
31/05/2021,19.9487
01/06/2021,19.9442
02/06/2021,19.9213
03/06/2021,19.8927
04/06/2021,19.9277
05/06/2021,20.0605
06/06/2021,20.0605
07/06/2021,20.0605
08/06/2021,19.9328
09/06/2021,19.7970
10/06/2021,19.7728
11/06/2021,19.6897
12/06/2021,19.7002
13/06/2021,19.7002
14/06/2021,19.7002
15/06/2021,19.8823
16/06/2021,19.9065
17/06/2021,20.1235
18/06/2021,20.0588
19/06/2021,20.4292
20/06/2021,20.4292
21/06/2021,20.4292
22/06/2021,20.7002
23/06/2021,20.6000
24/06/2021,20.5712
25/06/2021,20.2505
26/06/2021,20.0483
27/06/2021,20.0483
28/06/2021,20.0483
29/06/2021,19.7930
30/06/2021,19.8027
01/07/2021,19.8157
02/07/2021,19.9062
03/07/2021,20.0368
04/07/2021,20.0368
05/07/2021,20.0368
06/07/2021,19.8817
07/07/2021,19.8532
08/07/2021,19.9658
09/07/2021,19.9915
10/07/2021,20.0070
11/07/2021,20.0070
12/07/2021,20.0070
13/07/2021,19.8800
14/07/2021,19.8577
15/07/2021,19.9988
16/07/2021,19.8992
17/07/2021,19.9412
18/07/2021,19.9412
19/07/2021,19.9412
20/07/2021,19.8537
21/07/2021,20.0000
22/07/2021,20.1348
23/07/2021,20.1907
24/07/2021,20.1812
25/07/2021,20.1812
26/07/2021,20.1812
27/07/2021,20.0238
28/07/2021,20.0245
29/07/2021,19.9770
30/07/2021,19.9535
31/07/2021,19.8448
01/08/2021,19.8448
02/08/2021,19.8448
03/08/2021,19.8455
04/08/2021,19.8520
05/08/2021,19.8920
06/08/2021,19.9547
07/08/2021,19.9293
08/08/2021,19.9293
09/08/2021,19.9293
10/08/2021,20.0037
11/08/2021,20.0648
12/08/2021,20.1038
13/08/2021,19.9530
14/08/2021,19.8907
15/08/2021,19.8907
16/08/2021,19.8907
17/08/2021,19.8603
18/08/2021,19.8863
19/08/2021,19.9912
20/08/2021,20.0107
21/08/2021,20.1175
22/08/2021,20.1175
23/08/2021,20.1175
24/08/2021,20.4020
25/08/2021,20.3907
26/08/2021,20.2967
27/08/2021,20.2933
28/08/2021,20.3522
29/08/2021,20.3522
30/08/2021,20.3522
31/08/2021,20.2293
01/09/2021,20.1403
02/09/2021,20.0605
03/09/2021,19.9615
04/09/2021,19.9703
05/09/2021,19.9703
06/09/2021,19.9703
07/09/2021,19.8992
08/09/2021,19.8878
09/09/2021,19.9440
10/09/2021,19.9383
11/09/2021,19.9318
12/09/2021,19.9318
13/09/2021,19.9318
14/09/2021,19.8717
15/09/2021,19.8677
16/09/2021,19.9035
17/09/2021,19.9035
18/09/2021,19.9003
19/09/2021,19.9003
20/09/2021,19.9003
21/09/2021,19.9853
22/09/2021,20.1735
23/09/2021,20.1438
24/09/2021,20.0328
25/09/2021,20.0280
26/09/2021,20.0280
27/09/2021,20.0280
28/09/2021,20.1118
29/09/2021,20.1052
30/09/2021,20.3060
01/10/2021,20.4977
02/10/2021,20.5623
03/10/2021,20.5623
04/10/2021,20.5623
05/10/2021,20.5103
06/10/2021,20.5747
07/10/2021,20.5818
08/10/2021,20.6947
09/10/2021,20.6040
10/10/2021,20.6040
11/10/2021,20.6040
12/10/2021,20.7293
13/10/2021,20.8017
14/10/2021,20.7767
15/10/2021,20.6827
16/10/2021,20.6075
17/10/2021,20.6075
18/10/2021,20.6075
19/10/2021,20.4672
20/10/2021,20.3587
21/10/2021,20.2647
22/10/2021,20.1850
23/10/2021,20.2643
24/10/2021,20.2643
25/10/2021,20.2643
26/10/2021,20.1837
27/10/2021,20.1897
28/10/2021,20.1888
29/10/2021,20.1930
30/10/2021,20.3255
31/10/2021,20.3255
01/11/2021,20.3255
02/11/2021,20.5297
03/11/2021,20.5297
04/11/2021,20.8598
05/11/2021,20.8352
06/11/2021,20.6242
07/11/2021,20.6242
08/11/2021,20.6242
09/11/2021,20.3925
10/11/2021,20.3265
11/11/2021,20.2833
12/11/2021,20.4702
13/11/2021,20.4652
14/11/2021,20.4652
15/11/2021,20.4652
16/11/2021,20.4652
17/11/2021,20.5072
18/11/2021,20.8092
19/11/2021,20.6912
20/11/2021,20.7628
21/11/2021,20.7628
22/11/2021,20.7628
23/11/2021,20.8283
24/11/2021,20.9632
25/11/2021,21.2107
26/11/2021,21.4357
27/11/2021,21.5462
28/11/2021,21.5462
29/11/2021,21.5462
30/11/2021,21.8185
01/12/2021,21.7333
02/12/2021,21.4453
03/12/2021,21.2710
04/12/2021,21.3033
05/12/2021,21.3033
06/12/2021,21.3033
07/12/2021,21.4177
08/12/2021,21.2047
09/12/2021,21.0907
10/12/2021,20.9330
11/12/2021,21.0328
12/12/2021,21.0328
13/12/2021,21.0328
14/12/2021,20.8922
15/12/2021,20.9383
16/12/2021,21.1650
17/12/2021,21.2393
18/12/2021,20.9238
19/12/2021,20.9238
20/12/2021,20.9238
21/12/2021,20.7337
22/12/2021,20.7363
23/12/2021,20.7823
24/12/2021,20.7527
